;user;task;system;success;issues_functional;issues_content;issues_comprehensibity;issues_presentation;task_minutes;task_seconds;issuesComment_functional;issuesComment_content;issuesComment_comprehensibility;issuesComment_presentation;easyToGetStarted;easyToDoTheTask;satisfactionPerTask;timePerTask;familiarWithTopic;whyRelevant;issues;feedbackB1[SQ001];feedbackB1[SQ002];feedbackB1[SQ003];feedbackB1[SQ004];feedbackB1[SQ005];feedbackB1[SQ006];feedbackB1[SQ007];feedbackB1[SQ008];feedbackB1[SQ009];feedbackB1[SQ010];feedbackB2[SQ001];feedbackB2[SQ002];feedbackB2[SQ003];feedbackB2[SQ004];feedbackB2[SQ005];feedbackB2[SQ006];feedbackB2[SQ007];feedbackB2[SQ008];feedbackB2[SQ009];feedbackB2[SQ010];searchExperience[SQ001];searchExperience[SQ002];searchExperience[SQ003];like;dislike;education[SQ001];education[SQ002];education[SQ003];education[SQ004];education[SQ005];education[SQ006];education[SQ007];education[SQ008];researchBackground[SQ001];researchBackground[SQ002];researchBackground[SQ003];researchBackground[SQ004];researchBackground[SQ005];searchUsage;exit_easyToLearn;exit_easyToUse;bestOverall;total_issues;SUS_Biodiv1;SUS_Biodiv2;task_full_time
43;6;4;2;2;1;0;0;0;3;5;1.0;;;;5;4;5;5;1;The title said that thy measurd sulfate reduction.;"It would have been helpful to have ""do not contain"" search function, because there were a lot of entries about bacteria at the top of the result list.";5;4;5;1;1;5;2;2;5;1;5;3;5;1;1;4;3;2;4;1;1;5;3;"- Nice to look at (especially the loading circle thingie) also in regards to the structure, so you don't have to really search for any information (e.g. where does the dataset come from)
- boths searches are really intuitive (AND/OR semantic is well known, categories are easy to understand)
";"- Category search in Biodiv1 requies an additional step, because you have to choose the category.
- Biodiv2 doesn't provide a list of suggested terms when adding additional terms, which is also the case for Biodiv1, but because you don't have subsets of the overall search term as in Biodiv1 the issue is more prominent";No;No;No;Yes;No;No;No;No;No;No;No;Yes;No;2;no difference;Biodiv 2;Biodiv 2;1.0;82.5;77.5;185
44;6;5;1;2;1;;;;4;50;;;;;5;5;4;5;1;Entries mentioned ocean acidification effects on corals.;null;5;4;5;1;1;5;2;2;5;1;5;3;5;1;1;4;3;2;4;1;1;5;3;"- Nice to look at (especially the loading circle thingie) also in regards to the structure, so you don't have to really search for any information (e.g. where does the dataset come from)
- boths searches are really intuitive (AND/OR semantic is well known, categories are easy to understand)
";"- Category search in Biodiv1 requies an additional step, because you have to choose the category.
- Biodiv2 doesn't provide a list of suggested terms when adding additional terms, which is also the case for Biodiv1, but because you don't have subsets of the overall search term as in Biodiv1 the issue is more prominent";No;No;No;Yes;No;No;No;No;No;No;No;Yes;No;2;no difference;Biodiv 2;Biodiv 2;1.0;82.5;77.5;290
45;6;6;1;2;1;;;;4;45;;;;;5;5;3;5;1;Contained terms groundwater and bacteria in relation to each other.;null;5;4;5;1;1;5;2;2;5;1;5;3;5;1;1;4;3;2;4;1;1;5;3;"- Nice to look at (especially the loading circle thingie) also in regards to the structure, so you don't have to really search for any information (e.g. where does the dataset come from)
- boths searches are really intuitive (AND/OR semantic is well known, categories are easy to understand)
";"- Category search in Biodiv1 requies an additional step, because you have to choose the category.
- Biodiv2 doesn't provide a list of suggested terms when adding additional terms, which is also the case for Biodiv1, but because you don't have subsets of the overall search term as in Biodiv1 the issue is more prominent";No;No;No;Yes;No;No;No;No;No;No;No;Yes;No;2;no difference;Biodiv 2;Biodiv 2;1.0;82.5;77.5;285
46;6;7;1;1;;;1;;5;0;;1.0;;;5;5;2;5;1;Actually mentioned Lepidoptera species and oaks.;Most of the 13 results dealt with climate analysis/reconstruction.;5;4;5;1;1;5;2;2;5;1;5;3;5;1;1;4;3;2;4;1;1;5;3;"- Nice to look at (especially the loading circle thingie) also in regards to the structure, so you don't have to really search for any information (e.g. where does the dataset come from)
- boths searches are really intuitive (AND/OR semantic is well known, categories are easy to understand)
";"- Category search in Biodiv1 requies an additional step, because you have to choose the category.
- Biodiv2 doesn't provide a list of suggested terms when adding additional terms, which is also the case for Biodiv1, but because you don't have subsets of the overall search term as in Biodiv1 the issue is more prominent";No;No;No;Yes;No;No;No;No;No;No;No;Yes;No;2;no difference;Biodiv 2;Biodiv 2;1.0;82.5;77.5;300
47;6;8;2;2;1;;;;4;0;;;;;5;5;4;5;1;"Contained ""surface water"" and seemed to actually focus on surace water rather than just mentioning the term.";Didn't think about using quotation marks first, but that probably wouldn't happen a second time.;5;4;5;1;1;5;2;2;5;1;5;3;5;1;1;4;3;2;4;1;1;5;3;"- Nice to look at (especially the loading circle thingie) also in regards to the structure, so you don't have to really search for any information (e.g. where does the dataset come from)
- boths searches are really intuitive (AND/OR semantic is well known, categories are easy to understand)
";"- Category search in Biodiv1 requies an additional step, because you have to choose the category.
- Biodiv2 doesn't provide a list of suggested terms when adding additional terms, which is also the case for Biodiv1, but because you don't have subsets of the overall search term as in Biodiv1 the issue is more prominent";No;No;No;Yes;No;No;No;No;No;No;No;Yes;No;2;no difference;Biodiv 2;Biodiv 2;1.0;82.5;77.5;240
48;7;1;1;2;;;;;2;30;;;;;4;4;3;1;3;Die Daten waren relevant für Biodiversität-Studien und Studien über den Klimawandel (paläoklimatische Rekonstruktionen).;null;4;4;3;5;2;5;3;2;4;1;5;1;3;3;3;5;1;4;5;2;5;4;3;ich nutze am liebsten solche Suchmaschinen, welche keine vorgegebenen Katgorien bieten, daher war es für mich leichter mit dem Biodiv2 zu arbeiten. Ich sehe in den vorgegebenen Katgorien keinen besonderen Vorteil.;Am meisten habe ich die Möglichkeit vermisst, die Datensätze nach bestimmter Art zu sortieren und filtrieren, z.B., genetische Daten, floristische Daten, taxonomische Daten, Bilder, usw. ;No;No;No;No;Yes;No;No;No;Yes;No;Yes;Yes;No;5;Biodiv 2;Biodiv 2;Biodiv 2;0.0;57.5;80.0;150
49;7;2;2;1;1;;;;5;0;;;;;4;2;2;1;2;"Der Datensatz war leicht zu finden, da in der Beschreibung der Begriff ""Variation"" stand. Bei den anderen Treffern war nicht leicht erkennbar, inwifern sie sich auf das Thema beziehen. ";null;4;4;3;5;2;5;3;2;4;1;5;1;3;3;3;5;1;4;5;2;5;4;3;ich nutze am liebsten solche Suchmaschinen, welche keine vorgegebenen Katgorien bieten, daher war es für mich leichter mit dem Biodiv2 zu arbeiten. Ich sehe in den vorgegebenen Katgorien keinen besonderen Vorteil.;Am meisten habe ich die Möglichkeit vermisst, die Datensätze nach bestimmter Art zu sortieren und filtrieren, z.B., genetische Daten, floristische Daten, taxonomische Daten, Bilder, usw. ;No;No;No;No;Yes;No;No;No;Yes;No;Yes;Yes;No;5;Biodiv 2;Biodiv 2;Biodiv 2;1.0;57.5;80.0;300
50;7;3;2;2;;;;;1;45;;;;;4;4;4;2;4;Die Datensätze beschreiben die Verbreitungsdaten für drei ausgsuchte Grassarten, welche als invasiv eigestuft sind. ;null;4;4;3;5;2;5;3;2;4;1;5;1;3;3;3;5;1;4;5;2;5;4;3;ich nutze am liebsten solche Suchmaschinen, welche keine vorgegebenen Katgorien bieten, daher war es für mich leichter mit dem Biodiv2 zu arbeiten. Ich sehe in den vorgegebenen Katgorien keinen besonderen Vorteil.;Am meisten habe ich die Möglichkeit vermisst, die Datensätze nach bestimmter Art zu sortieren und filtrieren, z.B., genetische Daten, floristische Daten, taxonomische Daten, Bilder, usw. ;No;No;No;No;Yes;No;No;No;Yes;No;Yes;Yes;No;5;Biodiv 2;Biodiv 2;Biodiv 2;0.0;57.5;80.0;105
51;7;4;2;2;;;;;2;10;;;;;4;3;4;2;3;"Die Datensätze geben infos zur bakteriellen Diversität der ""cold vents"" , die Zusammensetzung der bakteriellen Gesellschaften ist ein Proxy für Sulphatreduktionsraten. ";null;4;4;3;5;2;5;3;2;4;1;5;1;3;3;3;5;1;4;5;2;5;4;3;ich nutze am liebsten solche Suchmaschinen, welche keine vorgegebenen Katgorien bieten, daher war es für mich leichter mit dem Biodiv2 zu arbeiten. Ich sehe in den vorgegebenen Katgorien keinen besonderen Vorteil.;Am meisten habe ich die Möglichkeit vermisst, die Datensätze nach bestimmter Art zu sortieren und filtrieren, z.B., genetische Daten, floristische Daten, taxonomische Daten, Bilder, usw. ;No;No;No;No;Yes;No;No;No;Yes;No;Yes;Yes;No;5;Biodiv 2;Biodiv 2;Biodiv 2;0.0;57.5;80.0;130
52;7;5;2;2;;;;;2;35;;;;;2;3;4;1;3;Die heruntergeladenen Daten informieren über die Kalzifizierungsraten und Biodiversitätsveränderungen angesichts der stigenden pH -Werte und Temperaur im Ozean.;null;4;4;3;5;2;5;3;2;4;1;5;1;3;3;3;5;1;4;5;2;5;4;3;ich nutze am liebsten solche Suchmaschinen, welche keine vorgegebenen Katgorien bieten, daher war es für mich leichter mit dem Biodiv2 zu arbeiten. Ich sehe in den vorgegebenen Katgorien keinen besonderen Vorteil.;Am meisten habe ich die Möglichkeit vermisst, die Datensätze nach bestimmter Art zu sortieren und filtrieren, z.B., genetische Daten, floristische Daten, taxonomische Daten, Bilder, usw. ;No;No;No;No;Yes;No;No;No;Yes;No;Yes;Yes;No;5;Biodiv 2;Biodiv 2;Biodiv 2;0.0;57.5;80.0;155
53;7;6;1;2;;;;;2;20;;;;;4;4;2;1;3;Ich habe nach der Artenzusammnsetzung der bakteriellen Gesellschaften gesucht und daher die Datensätze zur Sequenzdaten heruntergeladen.;null;4;4;3;5;2;5;3;2;4;1;5;1;3;3;3;5;1;4;5;2;5;4;3;ich nutze am liebsten solche Suchmaschinen, welche keine vorgegebenen Katgorien bieten, daher war es für mich leichter mit dem Biodiv2 zu arbeiten. Ich sehe in den vorgegebenen Katgorien keinen besonderen Vorteil.;Am meisten habe ich die Möglichkeit vermisst, die Datensätze nach bestimmter Art zu sortieren und filtrieren, z.B., genetische Daten, floristische Daten, taxonomische Daten, Bilder, usw. ;No;No;No;No;Yes;No;No;No;Yes;No;Yes;Yes;No;5;Biodiv 2;Biodiv 2;Biodiv 2;0.0;57.5;80.0;140
54;7;7;1;0;;;;;3;20;;;;;4;4;1;1;2;Die Treffer beziehen sich ausschliesslich auf paläoklimatische Rekonstruktionen und geben keine Angaben zur rezenten Diversität von den Lepidopteren auf Eichen, ;null;4;4;3;5;2;5;3;2;4;1;5;1;3;3;3;5;1;4;5;2;5;4;3;ich nutze am liebsten solche Suchmaschinen, welche keine vorgegebenen Katgorien bieten, daher war es für mich leichter mit dem Biodiv2 zu arbeiten. Ich sehe in den vorgegebenen Katgorien keinen besonderen Vorteil.;Am meisten habe ich die Möglichkeit vermisst, die Datensätze nach bestimmter Art zu sortieren und filtrieren, z.B., genetische Daten, floristische Daten, taxonomische Daten, Bilder, usw. ;No;No;No;No;Yes;No;No;No;Yes;No;Yes;Yes;No;5;Biodiv 2;Biodiv 2;Biodiv 2;0.0;57.5;80.0;200
55;7;8;1;2;;;;;3;15;;;;;2;3;2;1;3;Die Datensätze beschreiben die Phytoplanktondiversität eines Sees und die Wasserchemie.;null;4;4;3;5;2;5;3;2;4;1;5;1;3;3;3;5;1;4;5;2;5;4;3;ich nutze am liebsten solche Suchmaschinen, welche keine vorgegebenen Katgorien bieten, daher war es für mich leichter mit dem Biodiv2 zu arbeiten. Ich sehe in den vorgegebenen Katgorien keinen besonderen Vorteil.;Am meisten habe ich die Möglichkeit vermisst, die Datensätze nach bestimmter Art zu sortieren und filtrieren, z.B., genetische Daten, floristische Daten, taxonomische Daten, Bilder, usw. ;No;No;No;No;Yes;No;No;No;Yes;No;Yes;Yes;No;5;Biodiv 2;Biodiv 2;Biodiv 2;0.0;57.5;80.0;195
56;8;1;2;2;;;;;0;35;;;;;5;5;5;5;2;These were researches on Foraminifera.;null;3;4;4;2;1;5;2;4;5;1;5;1;5;1;1;5;1;4;5;1;5;3;4;Search option of Biodiv 2 is more general and helped in searching for topics that I was unfamiliar with. It was also easy to use alternative terms.;"Search option for Biodiv 1 was more specific, and users need to have the prior knowledge of where to put their search terms, else it becomes confusing.
The AND & OR search options should be specified a bit more in Biodiv 1 since it is not clear whether they are being used for within eachfield and between each field, if not separately explained.";No;No;No;No;Yes;No;No;No;Yes;No;No;No;No;5;Biodiv 2;Biodiv 2;Biodiv 2;0.0;77.5;97.5;35
57;8;2;2;2;;1;;;3;45;;1.0;;;5;5;3;5;2;Because these searches had direct experimental results on oxygen concentration of oceans. ;I added oxygen. But the search was showing carbon dioxide as a search term;3;4;4;2;1;5;2;4;5;1;5;1;5;1;1;5;1;4;5;1;5;3;4;Search option of Biodiv 2 is more general and helped in searching for topics that I was unfamiliar with. It was also easy to use alternative terms.;"Search option for Biodiv 1 was more specific, and users need to have the prior knowledge of where to put their search terms, else it becomes confusing.
The AND & OR search options should be specified a bit more in Biodiv 1 since it is not clear whether they are being used for within eachfield and between each field, if not separately explained.";No;No;No;No;Yes;No;No;No;Yes;No;No;No;No;5;Biodiv 2;Biodiv 2;Biodiv 2;1.0;77.5;97.5;225
58;8;3;1;1;;;;;5;0;;1.0;;;5;2;2;4;5;These are the ones that deal with invasive grass species;Most of the results were on microbial pathogens or grass carps (fishes);3;4;4;2;1;5;2;4;5;1;5;1;5;1;1;5;1;4;5;1;5;3;4;Search option of Biodiv 2 is more general and helped in searching for topics that I was unfamiliar with. It was also easy to use alternative terms.;"Search option for Biodiv 1 was more specific, and users need to have the prior knowledge of where to put their search terms, else it becomes confusing.
The AND & OR search options should be specified a bit more in Biodiv 1 since it is not clear whether they are being used for within eachfield and between each field, if not separately explained.";No;No;No;No;Yes;No;No;No;Yes;No;No;No;No;5;Biodiv 2;Biodiv 2;Biodiv 2;0.0;77.5;97.5;300
59;8;4;1;2;1;;;;3;35;;;;;5;5;5;5;1;It included the exact search terms of 'sulfate reduction rates' in 'cold seeps';null;3;4;4;2;1;5;2;4;5;1;5;1;5;1;1;5;1;4;5;1;5;3;4;Search option of Biodiv 2 is more general and helped in searching for topics that I was unfamiliar with. It was also easy to use alternative terms.;"Search option for Biodiv 1 was more specific, and users need to have the prior knowledge of where to put their search terms, else it becomes confusing.
The AND & OR search options should be specified a bit more in Biodiv 1 since it is not clear whether they are being used for within eachfield and between each field, if not separately explained.";No;No;No;No;Yes;No;No;No;Yes;No;No;No;No;5;Biodiv 2;Biodiv 2;Biodiv 2;1.0;77.5;97.5;215
60;8;5;2;2;;;;;1;0;;;;;5;5;5;5;4;These data links ocan acidification and coral bleaching.;null;3;4;4;2;1;5;2;4;5;1;5;1;5;1;1;5;1;4;5;1;5;3;4;Search option of Biodiv 2 is more general and helped in searching for topics that I was unfamiliar with. It was also easy to use alternative terms.;"Search option for Biodiv 1 was more specific, and users need to have the prior knowledge of where to put their search terms, else it becomes confusing.
The AND & OR search options should be specified a bit more in Biodiv 1 since it is not clear whether they are being used for within eachfield and between each field, if not separately explained.";No;No;No;No;Yes;No;No;No;Yes;No;No;No;No;5;Biodiv 2;Biodiv 2;Biodiv 2;0.0;77.5;97.5;60
61;8;6;1;2;;;;;2;10;;;;;5;5;4;5;3;These contained data on the abundance of bacteria on ground water;null;3;4;4;2;1;5;2;4;5;1;5;1;5;1;1;5;1;4;5;1;5;3;4;Search option of Biodiv 2 is more general and helped in searching for topics that I was unfamiliar with. It was also easy to use alternative terms.;"Search option for Biodiv 1 was more specific, and users need to have the prior knowledge of where to put their search terms, else it becomes confusing.
The AND & OR search options should be specified a bit more in Biodiv 1 since it is not clear whether they are being used for within eachfield and between each field, if not separately explained.";No;No;No;No;Yes;No;No;No;Yes;No;No;No;No;5;Biodiv 2;Biodiv 2;Biodiv 2;0.0;77.5;97.5;130
62;8;7;1;1;;;;;3;30;;1.0;;;5;3;2;4;4;Theer was only one correct data that included both Lepidoptera and oaks;Results on plants other than oaks were also included in the search.;3;4;4;2;1;5;2;4;5;1;5;1;5;1;1;5;1;4;5;1;5;3;4;Search option of Biodiv 2 is more general and helped in searching for topics that I was unfamiliar with. It was also easy to use alternative terms.;"Search option for Biodiv 1 was more specific, and users need to have the prior knowledge of where to put their search terms, else it becomes confusing.
The AND & OR search options should be specified a bit more in Biodiv 1 since it is not clear whether they are being used for within eachfield and between each field, if not separately explained.";No;No;No;No;Yes;No;No;No;Yes;No;No;No;No;5;Biodiv 2;Biodiv 2;Biodiv 2;0.0;77.5;97.5;210
63;8;8;2;2;1;;;;3;4;;;;;5;5;3;4;2;These contan experimental results from surface water;null;3;4;4;2;1;5;2;4;5;1;5;1;5;1;1;5;1;4;5;1;5;3;4;Search option of Biodiv 2 is more general and helped in searching for topics that I was unfamiliar with. It was also easy to use alternative terms.;"Search option for Biodiv 1 was more specific, and users need to have the prior knowledge of where to put their search terms, else it becomes confusing.
The AND & OR search options should be specified a bit more in Biodiv 1 since it is not clear whether they are being used for within eachfield and between each field, if not separately explained.";No;No;No;No;Yes;No;No;No;Yes;No;No;No;No;5;Biodiv 2;Biodiv 2;Biodiv 2;1.0;77.5;97.5;184
64;9;1;1;2;;;;;3;30;;;;;4;4;5;4;3;spcies composition of benthic foraminifera in different studies;null;4;2;4;2;2;5;1;4;3;3;5;2;4;2;1;4;2;4;3;3;5;4;3;In Biodiv 2 it was a bit weasir to spcify the search while in Biodiv 1 it felt like one could be a bit more speific about what to search for;It was not always immediately clear to me under which category in BioDiv 1 which search string to put;No;No;No;No;No;No;Yes;Yes;Yes;No;No;Yes;No;1 - 2 times in week;Biodiv 2;Biodiv 2;Biodiv 2;0.0;75.0;75.0;210
65;9;2;1;1;;;;;5;0;;;;;3;4;3;3;2;"measurmets of oxygn concentration in ocean water; one about variability";null;4;2;4;2;2;5;1;4;3;3;5;2;4;2;1;4;2;4;3;3;5;4;3;In Biodiv 2 it was a bit weasir to spcify the search while in Biodiv 1 it felt like one could be a bit more speific about what to search for;It was not always immediately clear to me under which category in BioDiv 1 which search string to put;No;No;No;No;No;No;Yes;Yes;Yes;No;No;Yes;No;1 - 2 times in week;Biodiv 2;Biodiv 2;Biodiv 2;0.0;75.0;75.0;300
66;9;3;1;2;;;1;;2;30;;;;;3;4;5;5;5;"studies on different aspects of invasive grass species in various regions (new species records; invesiveness) ";null;4;2;4;2;2;5;1;4;3;3;5;2;4;2;1;4;2;4;3;3;5;4;3;In Biodiv 2 it was a bit weasir to spcify the search while in Biodiv 1 it felt like one could be a bit more speific about what to search for;It was not always immediately clear to me under which category in BioDiv 1 which search string to put;No;No;No;No;No;No;Yes;Yes;Yes;No;No;Yes;No;1 - 2 times in week;Biodiv 2;Biodiv 2;Biodiv 2;1.0;75.0;75.0;150
67;9;4;2;2;;1;;;2;30;;;;;4;4;4;4;1;Documents seemed to include measurements of sulfate reduction rates at several field stations;null;4;2;4;2;2;5;1;4;3;3;5;2;4;2;1;4;2;4;3;3;5;4;3;In Biodiv 2 it was a bit weasir to spcify the search while in Biodiv 1 it felt like one could be a bit more speific about what to search for;It was not always immediately clear to me under which category in BioDiv 1 which search string to put;No;No;No;No;No;No;Yes;Yes;Yes;No;No;Yes;No;1 - 2 times in week;Biodiv 2;Biodiv 2;Biodiv 2;1.0;75.0;75.0;150
68;9;5;2;2;;;;;2;40;;;;;4;5;5;4;3;studies on the response of organisms to ocean acidification;null;4;2;4;2;2;5;1;4;3;3;5;2;4;2;1;4;2;4;3;3;5;4;3;In Biodiv 2 it was a bit weasir to spcify the search while in Biodiv 1 it felt like one could be a bit more speific about what to search for;It was not always immediately clear to me under which category in BioDiv 1 which search string to put;No;No;No;No;No;No;Yes;Yes;Yes;No;No;Yes;No;1 - 2 times in week;Biodiv 2;Biodiv 2;Biodiv 2;0.0;75.0;75.0;160
69;9;6;1;2;;;;;4;15;;;;;3;3;4;4;2;specific studies on certain bacteria in groundwater at specfic sites;null;4;2;4;2;2;5;1;4;3;3;5;2;4;2;1;4;2;4;3;3;5;4;3;In Biodiv 2 it was a bit weasir to spcify the search while in Biodiv 1 it felt like one could be a bit more speific about what to search for;It was not always immediately clear to me under which category in BioDiv 1 which search string to put;No;No;No;No;No;No;Yes;Yes;Yes;No;No;Yes;No;1 - 2 times in week;Biodiv 2;Biodiv 2;Biodiv 2;0.0;75.0;75.0;255
70;9;7;2;1;;;;;5;0;;;;;4;4;4;4;3;Was about a lepidoptera species as herivore on a quercus species. All other datasets seemed to be palynological data including Quercus pollen;null;4;2;4;2;2;5;1;4;3;3;5;2;4;2;1;4;2;4;3;3;5;4;3;In Biodiv 2 it was a bit weasir to spcify the search while in Biodiv 1 it felt like one could be a bit more speific about what to search for;It was not always immediately clear to me under which category in BioDiv 1 which search string to put;No;No;No;No;No;No;Yes;Yes;Yes;No;No;Yes;No;1 - 2 times in week;Biodiv 2;Biodiv 2;Biodiv 2;0.0;75.0;75.0;300
71;9;8;2;2;;;;;2;35;;;;;4;3;4;4;2;samples of surfac water (cells, organisms, etc.) were mentioned;null;4;2;4;2;2;5;1;4;3;3;5;2;4;2;1;4;2;4;3;3;5;4;3;In Biodiv 2 it was a bit weasir to spcify the search while in Biodiv 1 it felt like one could be a bit more speific about what to search for;It was not always immediately clear to me under which category in BioDiv 1 which search string to put;No;No;No;No;No;No;Yes;Yes;Yes;No;No;Yes;No;1 - 2 times in week;Biodiv 2;Biodiv 2;Biodiv 2;0.0;75.0;75.0;155
72;10;1;2;2;;;;;5;0;;;;;5;3;3;3;3;Contains information about species and their occurance;null;5;2;4;3;3;4;2;4;3;3;5;2;4;4;3;4;2;4;3;3;5;5;4;"For biodiv1, the search categories helped to formulate search query/terms. Helps to narrow down the search criteria and getting pertinent results.
For biodiv2, the search tool was simple and might contribute to giving more false-positive /non-relevant results";Nothing, that i can think of.;No;No;No;No;Yes;No;Yes;No;Yes;Yes;Yes;Yes;No;3;Biodiv 1;Biodiv1;Biodiv 1;0.0;67.5;65.0;300
73;10;2;1;1;1;;;;5;0;;;;;4;4;3;4;3;The dataasets specifically were related to the O2 concentration levels in the ocean.;null;5;2;4;3;3;4;2;4;3;3;5;2;4;4;3;4;2;4;3;3;5;5;4;"For biodiv1, the search categories helped to formulate search query/terms. Helps to narrow down the search criteria and getting pertinent results.
For biodiv2, the search tool was simple and might contribute to giving more false-positive /non-relevant results";Nothing, that i can think of.;No;No;No;No;Yes;No;Yes;No;Yes;Yes;Yes;Yes;No;3;Biodiv 1;Biodiv1;Biodiv 1;1.0;67.5;65.0;300
74;10;3;2;2;;;;;4;27;;;;;5;5;5;5;4;The datasets specifically had info about the invasive grassess instead of other organisms related to the invasive grasses;Nothing;5;2;4;3;3;4;2;4;3;3;5;2;4;4;3;4;2;4;3;3;5;5;4;"For biodiv1, the search categories helped to formulate search query/terms. Helps to narrow down the search criteria and getting pertinent results.
For biodiv2, the search tool was simple and might contribute to giving more false-positive /non-relevant results";Nothing, that i can think of.;No;No;No;No;Yes;No;Yes;No;Yes;Yes;Yes;Yes;No;3;Biodiv 1;Biodiv1;Biodiv 1;0.0;67.5;65.0;267
75;10;4;1;2;;;;;2;40;;;;;5;4;3;3;3;Contains information about the sulphate reduction rate at specific locations, biogeochemical investigation about the cold seep vents.;null;5;2;4;3;3;4;2;4;3;3;5;2;4;4;3;4;2;4;3;3;5;5;4;"For biodiv1, the search categories helped to formulate search query/terms. Helps to narrow down the search criteria and getting pertinent results.
For biodiv2, the search tool was simple and might contribute to giving more false-positive /non-relevant results";Nothing, that i can think of.;No;No;No;No;Yes;No;Yes;No;Yes;Yes;Yes;Yes;No;3;Biodiv 1;Biodiv1;Biodiv 1;0.0;67.5;65.0;160
76;10;5;2;2;;;;;3;50;;;;;5;5;4;5;4;It contains information about the aspects that i was searching for such as locality, reasons for bleaching and intensities.;null;5;2;4;3;3;4;2;4;3;3;5;2;4;4;3;4;2;4;3;3;5;5;4;"For biodiv1, the search categories helped to formulate search query/terms. Helps to narrow down the search criteria and getting pertinent results.
For biodiv2, the search tool was simple and might contribute to giving more false-positive /non-relevant results";Nothing, that i can think of.;No;No;No;No;Yes;No;Yes;No;Yes;Yes;Yes;Yes;No;3;Biodiv 1;Biodiv1;Biodiv 1;0.0;67.5;65.0;230
77;10;6;1;1;;;;;5;0;;;;;4;4;2;2;3;Contains info about the presence of bacterial species in ground water.;null;5;2;4;3;3;4;2;4;3;3;5;2;4;4;3;4;2;4;3;3;5;5;4;"For biodiv1, the search categories helped to formulate search query/terms. Helps to narrow down the search criteria and getting pertinent results.
For biodiv2, the search tool was simple and might contribute to giving more false-positive /non-relevant results";Nothing, that i can think of.;No;No;No;No;Yes;No;Yes;No;Yes;Yes;Yes;Yes;No;3;Biodiv 1;Biodiv1;Biodiv 1;0.0;67.5;65.0;300
78;10;7;2;1;;;;;4;30;;;;;5;5;2;4;4;The datasets contains information about the effect of Lepidoptera spcis (Tortrix viridana) on qurcus. The other datasets were about diatoms and were not related to the topic that i was searching for.;null;5;2;4;3;3;4;2;4;3;3;5;2;4;4;3;4;2;4;3;3;5;5;4;"For biodiv1, the search categories helped to formulate search query/terms. Helps to narrow down the search criteria and getting pertinent results.
For biodiv2, the search tool was simple and might contribute to giving more false-positive /non-relevant results";Nothing, that i can think of.;No;No;No;No;Yes;No;Yes;No;Yes;Yes;Yes;Yes;No;3;Biodiv 1;Biodiv1;Biodiv 1;0.0;67.5;65.0;270
79;10;8;1;1;;;;;5;0;;;;;5;4;2;3;4;The dataset contained list of species that occurred in the samples and where the samples were taken. The other datasets were more related to the physio-chemical aspects of the water., which were not of interest.;null;5;2;4;3;3;4;2;4;3;3;5;2;4;4;3;4;2;4;3;3;5;5;4;"For biodiv1, the search categories helped to formulate search query/terms. Helps to narrow down the search criteria and getting pertinent results.
For biodiv2, the search tool was simple and might contribute to giving more false-positive /non-relevant results";Nothing, that i can think of.;No;No;No;No;Yes;No;Yes;No;Yes;Yes;Yes;Yes;No;3;Biodiv 1;Biodiv1;Biodiv 1;0.0;67.5;65.0;300
80;11;1;2;2;;;;1;4;30;;;1.0;;5;5;5;5;1;datasets contain information on foraminifera in the ocean or ocean sediments, but not sure about th bentic zone;surprised it was mostly paleo data;4;1;3;3;3;3;3;3;3;3;5;1;2;3;3;3;3;3;3;3;5;4;3;"Biodiv 2 is easy to use and provides good results
Biodiv 1 was easier to use than expected. ";"Biodiv 1:  What is the use and the need for the categories?
Biodiv 2:  Nothing to dislike.";No;No;No;No;No;No;Yes;Yes;Yes;No;Yes;No;No;2;Biodiv 2;Biodiv 2;Biodiv 2;1.0;57.5;57.5;270
81;11;2;1;1;1;;;;5;0;;;;;4;4;4;3;2;data on ocean oxygen concentration;null;4;1;3;3;3;3;3;3;3;3;5;1;2;3;3;3;3;3;3;3;5;4;3;"Biodiv 2 is easy to use and provides good results
Biodiv 1 was easier to use than expected. ";"Biodiv 1:  What is the use and the need for the categories?
Biodiv 2:  Nothing to dislike.";No;No;No;No;No;No;Yes;Yes;Yes;No;Yes;No;No;2;Biodiv 2;Biodiv 2;Biodiv 2;1.0;57.5;57.5;300
82;11;3;2;2;;1;1;;3;40;;;;;5;5;5;5;5;datasets contain information on species that are proably of the order of Poales and are considerd invasive in the context of he study;null;4;1;3;3;3;3;3;3;3;3;5;1;2;3;3;3;3;3;3;3;5;4;3;"Biodiv 2 is easy to use and provides good results
Biodiv 1 was easier to use than expected. ";"Biodiv 1:  What is the use and the need for the categories?
Biodiv 2:  Nothing to dislike.";No;No;No;No;No;No;Yes;Yes;Yes;No;Yes;No;No;2;Biodiv 2;Biodiv 2;Biodiv 2;2.0;57.5;57.5;220
